tag,segment,log10_length,relative_depth,delta_gc,degree,component_size,n_components,depth_x_length,_raw_len,_raw_depth,_gc
sim16_rap_d15,edge_3,4.95103,2.0,-0.00533,0,1,3,9.90205,89336,28.0,0.50254
sim16_rap_d30,edge_1,6.70675,1.0,0.0,0,1,3,6.70675,5090334,28.0,0.50782
sim16_rap_d30,edge_2,4.95104,2.07143,-0.00528,0,1,3,10.25572,89338,58.0,0.50254
sim16_rap_d30,edge_3,4.18384,2.75,0.02689,0,1,3,11.50556,15270,77.0,0.53471
sim17_lig_d15,edge_1,6.72514,1.0,0.0,0,1,3,6.72514,5310499,14.0,0.50371
sim17_lig_d15,edge_2,2.84011,6.35714,-0.0066,0,1,3,18.05496,692,89.0,0.49711
sim17_lig_d15,edge_3,5.10767,2.21429,-0.01137,0,1,3,11.30985,128137,31.0,0.49233
sim17_lig_d30,edge_1,6.72514,1.0,0.0,0,1,2,6.72514,5310518,28.0,0.50371
sim17_lig_d30,edge_2,5.10767,2.14286,-0.01138,0,1,2,10.94502,128137,60.0,0.49233
sim17_rap_d15,edge_1,6.72513,1.0,0.0,0,1,3,6.72513,5310486,14.0,0.5037
sim17_rap_d15,edge_2,2.87564,4.42857,-0.00969,0,1,3,12.73498,751,62.0,0.49401
sim17_rap_d15,edge_3,5.10767,2.14286,-0.01137,0,1,3,10.94502,128137,30.0,0.49233
sim17_rap_d30,edge_1,6.72513,1.0,0.0,0,1,2,6.72513,5310490,28.0,0.50371
sim17_rap_d30,edge_2,5.10767,2.0,-0.01138,0,1,2,10.21534,128136,56.0,0.49233
sim18_lig_d15,edge_1,6.68474,1.0,0.0,0,1,3,6.68474,4838777,14.0,0.50762
sim18_lig_d15,edge_2,4.79114,2.64286,0.01106,0,1,3,12.66231,61822,37.0,0.51868
sim18_lig_d15,edge_3,5.07481,1.64286,0.00799,0,1,3,8.33719,118798,23.0,0.51561
sim18_lig_d30,edge_1,6.68476,1.0,0.0,0,1,3,6.68476,4839043,28.0,0.50762
sim18_lig_d30,edge_2,5.07483,2.14286,0.008,0,1,3,10.87464,118804,60.0,0.51562
sim18_lig_d30,edge_3,4.78708,2.92857,0.01026,0,1,3,14.0193,61246,82.0,0.51788
sim18_rap_d15,edge_1,6.68474,1.0,0.0,0,1,3,6.68474,4838813,14.0,0.50763
sim18_rap_d15,edge_2,5.07482,2.07143,0.008,0,1,3,10.51213,118802,29.0,0.51562
sim18_rap_d15,edge_3,4.79115,2.92857,0.01106,0,1,3,14.03123,61823,41.0,0.51869
sim18_rap_d30,edge_1,6.68476,1.0,0.0,0,1,4,6.68476,4839062,28.0,0.50762
sim18_rap_d30,edge_2,3.38507,0.35714,0.0136,0,1,4,1.20895,2427,10.0,0.52122
sim18_rap_d30,edge_3,5.07485,1.96429,0.00801,0,1,4,9.96846,118810,55.0,0.51563
sim18_rap_d30,edge_4,4.7912,2.64286,0.01107,0,1,4,12.66246,61830,74.0,0.5187
sim19_lig_d15,edge_1,6.68885,1.0,0.0,0,1,4,6.68885,4884830,14.0,0.5069
sim19_lig_d15,edge_2,4.85656,5.07143,0.03091,0,1,4,24.6297,71872,71.0,0.53782
sim19_lig_d15,edge_3,5.24018,1.0,-0.06101,0,1,4,5.24018,173852,14.0,0.44589
sim19_lig_d15,edge_4,3.95823,3.78571,-0.00167,0,1,4,14.98473,9083,53.0,0.50523
sim19_lig_d30,edge_1,3.95818,2.44444,-0.0015,0,1,7,9.67555,9082,66.0,0.5054
sim19_lig_d30,edge_2,3.71692,0.03704,-0.01141,0,1,7,0.13766,5211,1.0,0.49549
sim19_lig_d30,edge_3,4.85656,5.88889,0.03092,0,1,7,28.59974,71872,159.0,0.53782
sim19_lig_d30,edge_4,6.68882,1.0,0.0,0,1,7,6.68882,4884450,27.0,0.5069
sim19_lig_d30,edge_5,5.24018,1.03704,-0.06098,0,1,7,5.43427,173854,28.0,0.44591
sim19_lig_d30,edge_6,3.71742,1.40741,-0.0114,0,1,7,5.23193,5217,38.0,0.4955
sim19_lig_d30,edge_7,3.79893,0.40741,-0.00086,0,1,7,1.54771,6294,11.0,0.50604
sim19_rap_d15,edge_1,6.68882,1.0,0.0,0,1,6,6.68882,4884513,13.0,0.5069
sim19_rap_d15,edge_2,4.31332,0.46154,0.00759,0,1,6,1.99076,20574,6.0,0.51448
sim19_rap_d15,edge_3,4.29959,0.07692,0.00906,0,1,6,0.33074,19934,1.0,0.51595
sim19_rap_d15,edge_4,5.24018,1.15385,-0.06097,0,1,6,6.04636,173851,15.0,0.44592
sim19_rap_d15,edge_5,4.85656,6.15385,0.03092,0,1,6,29.88652,71872,80.0,0.53782
sim19_rap_d15,edge_6,3.95828,18.46154,-0.00172,0,1,6,73.07589,9084,240.0,0.50517
sim19_rap_d30,edge_1,4.45911,1.40741,0.00146,0,1,4,6.27578,28781,38.0,0.50836
sim19_rap_d30,edge_2,6.68882,1.0,0.0,0,1,4,6.68882,4884456,27.0,0.5069
sim19_rap_d30,edge_3,5.24018,0.88889,-0.06099,0,1,4,4.65794,173854,24.0,0.44591
sim19_rap_d30,edge_4,4.85656,5.7037,0.03092,0,1,4,27.70038,71872,154.0,0.53782
sim20_lig_d15,edge_1,6.67728,1.0,0.0,0,1,5,6.67728,4756422,13.0,0.50817
sim20_lig_d15,edge_2,4.80338,6.38462,0.00405,0,1,5,30.6677,63588,83.0,0.51222
sim20_lig_d15,edge_3,4.94011,4.07692,0.02047,0,1,5,20.14044,87118,53.0,0.52864
sim20_lig_d15,edge_4,4.34368,1.15385,-0.05145,0,1,5,5.01194,22064,15.0,0.45672
sim20_lig_d15,edge_5,4.00251,1.15385,0.04244,0,1,5,4.61828,10058,15.0,0.55061
sim20_lig_d30,edge_1,6.67837,1.0,0.0,0,1,5,6.67837,4768333,26.0,0.50819
sim20_lig_d30,edge_2,4.94011,4.19231,0.02045,0,1,5,20.71045,87118,109.0,0.52864
sim20_lig_d30,edge_3,4.04419,2.88462,-0.05222,0,1,5,11.66592,11071,75.0,0.45597
sim20_lig_d30,edge_4,4.80338,5.76923,0.004,0,1,5,27.71178,63588,150.0,0.51219
sim20_lig_d30,edge_5,4.0026,1.46154,0.04241,0,1,5,5.84995,10060,38.0,0.5506
sim20_rap_d15,edge_1,6.67833,1.0,0.0,0,1,5,6.67833,4767925,12.0,0.50818
sim20_rap_d15,edge_2,4.80338,6.0,0.00403,0,1,5,28.82029,63589,72.0,0.51221
sim20_rap_d15,edge_3,4.0026,8.58333,0.04242,0,1,5,34.35563,10060,103.0,0.5506
sim20_rap_d15,edge_4,4.94011,4.58333,0.02046,0,1,5,22.64218,87119,55.0,0.52864
sim20_rap_d15,edge_5,4.04419,15.16667,-0.05231,0,1,5,61.33683,11071,182.0,0.45588
sim20_rap_d30,edge_1,6.67837,1.0,0.0,0,1,5,6.67837,4768338,25.0,0.50819
sim20_rap_d30,edge_2,4.04419,12.96,-0.05222,0,1,5,52.41266,11071,324.0,0.45597
sim20_rap_d30,edge_3,4.80338,6.88,0.00402,0,1,5,33.04722,63588,172.0,0.5122
sim20_rap_d30,edge_4,4.94011,4.0,0.02046,0,1,5,19.76045,87119,100.0,0.52864
sim20_rap_d30,edge_5,4.30367,4.2,0.04255,0,1,5,18.07542,20122,105.0,0.55074
sim21_lig_d15,edge_1,6.67859,1.0,0.0,0,1,2,6.67859,4770749,14.0,0.51106
sim21_lig_d15,edge_2,4.84073,5.5,0.00317,0,1,2,26.62403,69300,77.0,0.51423
sim21_lig_d30,edge_1,6.67866,1.0,0.0,0,1,2,6.67866,4771533,27.0,0.51106
sim21_lig_d30,edge_2,4.84073,5.74074,0.00317,0,1,2,27.78939,69300,155.0,0.51423
sim21_rap_d15,edge_1,6.67859,1.0,0.0,0,1,2,6.67859,4770752,14.0,0.51106
sim21_rap_d15,edge_2,4.84073,5.92857,0.00317,0,1,2,28.69863,69300,83.0,0.51423
sim21_rap_d30,edge_1,6.67859,1.0,0.0,0,1,2,6.67859,4770750,27.0,0.51107
sim21_rap_d30,edge_2,4.84073,5.74074,0.00316,0,1,2,27.78939,69300,155.0,0.51423
sim22_lig_d15,edge_1,6.68202,1.0,0.0,0,1,4,6.68202,4808629,14.0,0.51037
sim22_lig_d15,edge_2,5.37597,1.28571,-0.04935,0,1,4,6.91196,237666,18.0,0.46102
sim22_lig_d15,edge_3,4.70679,2.78571,-0.00251,0,1,4,13.11178,50909,39.0,0.50787
sim22_lig_d15,edge_4,4.00264,2.85714,0.04017,0,1,4,11.43612,10061,40.0,0.55054
sim22_lig_d30,edge_1,6.68195,1.0,0.0,0,1,4,6.68195,4807886,29.0,0.51037
sim22_lig_d30,edge_2,4.7068,2.58621,-0.00249,0,1,4,12.17277,50910,75.0,0.50788
sim22_lig_d30,edge_3,5.376,1.03448,-0.04934,0,1,4,5.56138,237682,30.0,0.46102
sim22_lig_d30,edge_4,4.29968,0.89655,0.04014,0,1,4,3.85489,19938,26.0,0.55051
sim22_rap_d15,edge_1,6.68192,1.0,0.0,0,1,4,6.68192,4807556,14.0,0.51037
sim22_rap_d15,edge_2,5.37595,1.07143,-0.04933,0,1,4,5.75994,237654,15.0,0.46103
sim22_rap_d15,edge_3,4.30365,7.64286,0.04035,0,1,4,32.89218,20121,107.0,0.55072
sim22_rap_d15,edge_4,4.70679,3.21429,-0.0025,0,1,4,15.12898,50909,45.0,0.50787
sim22_rap_d30,edge_1,6.68195,1.0,0.0,0,1,4,6.68195,4807880,28.0,0.51037
sim22_rap_d30,edge_2,5.37599,0.96429,-0.04935,0,1,4,5.18399,237678,27.0,0.46102
sim22_rap_d30,edge_3,4.30361,8.03571,0.04026,0,1,4,34.58255,20119,225.0,0.55062
sim22_rap_d30,edge_4,4.70679,3.5,-0.0025,0,1,4,16.47378,50909,98.0,0.50787
sim23_lig_d15,edge_1,6.68803,1.0,0.0,0,1,3,6.68803,4875670,13.0,0.51021
sim23_lig_d15,edge_2,4.80195,6.53846,0.01047,0,1,3,31.39738,63380,85.0,0.52068
sim23_lig_d15,edge_3,4.06848,2.0,0.05393,0,1,3,8.13697,11708,26.0,0.56414
sim23_lig_d30,edge_1,4.06848,1.32143,0.05393,0,1,3,5.37621,11708,37.0,0.56414
sim23_lig_d30,edge_2,6.68803,1.0,0.0,0,1,3,6.68803,4875670,28.0,0.51022
sim23_lig_d30,edge_3,4.80195,5.67857,0.01046,0,1,3,27.26819,63379,159.0,0.52068
sim23_rap_d15,edge_1,6.68804,1.0,0.0,0,1,3,6.68804,4875700,13.0,0.51021
sim23_rap_d15,edge_2,4.80195,6.30769,0.01047,0,1,3,30.28919,63379,82.0,0.52068
sim23_rap_d15,edge_3,4.06859,7.07692,0.05413,0,1,3,28.79313,11711,92.0,0.56434
sim23_rap_d30,edge_1,6.68803,1.0,0.0,0,1,4,6.68803,4875669,27.0,0.51022
sim23_rap_d30,edge_2,3.62634,0.59259,-0.01069,1,2,4,2.14894,4230,16.0,0.49953
sim23_rap_d30,edge_3,2.86923,1.51852,-0.01022,1,2,4,4.35698,740,41.0,0.5
sim23_rap_d30,edge_4,4.80195,5.96296,0.01046,0,1,4,28.63382,63379,161.0,0.52068
sim23_rap_d30,edge_5,4.06856,6.59259,0.05366,0,1,4,26.82234,11710,178.0,0.56388
sim24_lig_d15,edge_1,3.99896,0.14286,0.05211,0,1,6,0.57128,9976,2.0,0.55844
sim24_lig_d15,edge_2,6.70479,1.0,0.0,0,1,6,6.70479,5067431,14.0,0.50633
sim24_lig_d15,edge_3,4.69299,7.07143,-0.0275,0,1,6,33.18613,49316,99.0,0.47883
sim24_lig_d15,edge_4,4.13191,4.35714,0.03083,0,1,6,18.00331,13549,61.0,0.53716
sim24_lig_d15,edge_5,3.85242,0.21429,-0.04994,0,1,6,0.82552,7119,3.0,0.45638
sim24_lig_d15,edge_6,5.16657,1.14286,0.01273,0,1,6,5.90465,146746,16.0,0.51905
sim24_lig_d30,edge_1,3.99874,0.14286,0.05229,0,1,6,0.57125,9971,4.0,0.55862
sim24_lig_d30,edge_2,6.70481,1.0,0.0,0,1,6,6.70481,5067719,28.0,0.50633
sim24_lig_d30,edge_3,4.13188,4.42857,0.03087,0,1,6,18.2983,13548,124.0,0.5372
sim24_lig_d30,edge_4,5.16658,1.07143,0.01273,0,1,6,5.53562,146750,30.0,0.51907
sim24_lig_d30,edge_5,3.86457,0.28571,-0.04861,0,1,6,1.10416,7321,8.0,0.45772
sim24_lig_d30,edge_6,4.69476,6.60714,-0.02738,0,1,6,31.01897,49518,185.0,0.47896
sim24_rap_d15,edge_1,3.993,0.28571,0.05261,0,1,6,1.14086,9840,4.0,0.55894
sim24_rap_d15,edge_2,6.70478,1.0,0.0,0,1,6,6.70478,5067387,14.0,0.50633
sim24_rap_d15,edge_3,3.86841,0.35714,-0.04857,0,1,6,1.38157,7386,5.0,0.45776
sim24_rap_d15,edge_4,4.13184,4.64286,0.03076,0,1,6,19.18356,13547,65.0,0.53709
sim24_rap_d15,edge_5,5.16652,0.92857,0.01273,0,1,6,4.79748,146729,13.0,0.51906
sim24_rap_d15,edge_6,4.69476,6.42857,-0.02737,0,1,6,30.18062,49518,90.0,0.47896
sim24_rap_d30,edge_1,3.99326,0.14286,0.05258,0,1,6,0.57047,9846,4.0,0.55891
sim24_rap_d30,edge_2,6.70481,1.0,0.0,0,1,6,6.70481,5067713,28.0,0.50633
sim24_rap_d30,edge_3,4.14436,4.14286,0.03272,0,1,6,17.16948,13943,116.0,0.53905
sim24_rap_d30,edge_4,4.72168,6.46429,-0.02237,0,1,6,30.52228,52684,181.0,0.48396
sim24_rap_d30,edge_5,3.86451,0.39286,-0.04854,0,1,6,1.5182,7320,11.0,0.45779
sim24_rap_d30,edge_6,5.16658,1.07143,0.01274,0,1,6,5.53562,146751,30.0,0.51907
sim25_lig_d15,edge_1,5.49362,2.07692,-0.03275,0,1,3,11.40982,311614,27.0,0.47377
sim25_lig_d15,edge_2,4.97763,3.53846,-0.02724,0,1,3,17.61316,94980,46.0,0.47928
sim25_lig_d15,edge_3,6.69905,1.0,0.0,0,1,3,6.69905,5000936,13.0,0.50652
sim25_lig_d30,edge_1,5.49362,2.03846,-0.03276,0,1,3,11.19853,311615,53.0,0.47377
sim25_lig_d30,edge_2,6.69905,1.0,0.0,0,1,3,6.69905,5000932,26.0,0.50653
sim25_lig_d30,edge_3,4.97763,4.34615,-0.02725,0,1,3,21.63356,94980,113.0,0.47928
sim25_rap_d15,edge_1,6.70445,1.0,0.0,0,1,5,6.70445,5063482,13.0,0.50715
sim25_rap_d15,edge_2,4.37466,0.23077,-0.00751,0,1,5,1.00954,23695,3.0,0.49964
sim25_rap_d15,edge_3,2.79239,0.46154,-0.17328,0,1,5,1.2888,620,6.0,0.33387
sim25_rap_d15,edge_4,5.49362,2.0,-0.03338,0,1,5,10.98724,311615,26.0,0.47377
sim25_rap_d15,edge_5,4.97763,4.30769,-0.02787,0,1,5,21.44211,94980,56.0,0.47928
sim25_rap_d30,edge_1,4.97763,3.76923,-0.02725,0,1,3,18.76184,94980,98.0,0.47928
sim25_rap_d30,edge_2,6.69905,1.0,0.0,0,1,3,6.69905,5000935,26.0,0.50653
sim25_rap_d30,edge_3,5.49362,2.03846,-0.03276,0,1,3,11.19853,311615,53.0,0.47377
sim26_lig_d15,edge_1,6.7061,1.0,0.0,0,1,2,6.7061,5082764,14.0,0.5079
sim26_lig_d15,edge_2,4.68164,3.07143,0.00513,0,1,2,14.37932,48044,43.0,0.51303
sim26_lig_d30,edge_1,6.70702,1.0,0.0,0,1,2,6.70702,5093595,29.0,0.50785
sim26_lig_d30,edge_2,4.68164,3.72414,0.00518,0,1,2,17.43507,48044,108.0,0.51303
sim26_rap_d15,edge_1,6.70699,1.0,0.0,0,1,2,6.70699,5093216,14.0,0.50785
sim26_rap_d15,edge_2,4.68165,4.35714,0.00519,0,1,2,20.39861,48045,61.0,0.51304
sim26_rap_d30,edge_1,6.70702,1.0,0.0,0,1,2,6.70702,5093562,28.0,0.50784
sim26_rap_d30,edge_2,4.68164,3.85714,0.00519,0,1,2,18.05775,48044,108.0,0.51303
sim27_lig_d15,edge_1,4.91645,0.76923,0.02933,1,5,5,3.78189,82500,10.0,0.53327
sim27_lig_d15,edge_2,4.76341,0.15385,0.04502,2,5,5,0.73283,57997,2.0,0.54896
sim27_lig_d15,edge_3,4.38922,2.07692,-0.0078,3,5,5,9.11607,24503,27.0,0.49614
sim27_lig_d15,edge_4,6.73186,1.0,0.0,1,5,5,6.73186,5393364,13.0,0.50394
sim27_lig_d15,edge_5,4.16563,0.0,0.04608,0,1,5,0.0,14643,0.0,0.55002
sim27_lig_d15,edge_6,4.16729,3.0,0.04589,0,1,5,12.50186,14699,39.0,0.54983
sim27_lig_d15,edge_7,3.63448,0.61538,-0.00417,0,1,5,2.2366,4310,8.0,0.49977
sim27_lig_d15,edge_8,4.88567,1.92308,0.02038,3,5,5,9.39551,76854,25.0,0.52432
sim27_lig_d15,edge_9,4.99128,4.15385,-0.00712,0,1,5,20.73302,98013,54.0,0.49682
sim27_lig_d30,edge_1,2.85431,4.59259,-0.02818,0,1,4,13.10866,715,124.0,0.47552
sim27_lig_d30,edge_2,6.72513,1.0,0.0,0,1,4,6.72513,5310491,27.0,0.50371
sim27_lig_d30,edge_3,5.19415,1.92593,0.02467,0,1,4,10.00355,156370,52.0,0.52838
sim27_lig_d30,edge_4,4.99152,4.22222,-0.00689,0,1,4,21.0753,98066,114.0,0.49682
sim27_rap_d15,edge_1,6.42655,1.0,0.00075,0,1,6,6.42655,2670258,13.0,0.50451
sim27_rap_d15,edge_2,6.42622,1.0,-0.00075,0,1,6,6.42622,2668196,13.0,0.503
sim27_rap_d15,edge_3,4.49311,0.23077,0.15421,0,1,6,1.03687,31125,3.0,0.65796
sim27_rap_d15,edge_4,5.20228,2.15385,0.02516,0,1,6,11.20491,159323,28.0,0.52892
sim27_rap_d15,edge_5,3.92433,10.38462,0.05035,0,1,6,40.75267,8401,135.0,0.5541
sim27_rap_d15,edge_6,4.99151,4.38462,-0.00694,0,1,6,21.88585,98064,57.0,0.49682
sim27_rap_d30,edge_1,4.2354,3.88889,0.00225,2,3,4,16.47101,17195,105.0,0.50596
sim27_rap_d30,edge_2,4.23399,0.03704,-0.0241,1,3,4,0.15681,17139,1.0,0.47961
sim27_rap_d30,edge_3,6.72513,1.0,0.0,0,1,4,6.72513,5310494,27.0,0.50371
sim27_rap_d30,edge_4,3.92433,9.74074,0.05039,0,1,4,38.22589,8401,263.0,0.5541
sim27_rap_d30,edge_5,4.9078,4.14815,-0.00883,1,3,4,20.35827,80872,112.0,0.49488
sim27_rap_d30,edge_6,5.20228,1.96296,0.02521,0,1,4,10.21188,159323,53.0,0.52892
sim28_lig_d15,edge_1,6.6837,1.0,0.0,0,1,2,6.6837,4827223,14.0,0.50758
sim28_lig_d15,edge_2,4.76264,5.92857,-9e-05,0,1,2,28.23566,57895,83.0,0.50749
sim28_lig_d30,edge_1,6.68373,1.0,0.0,0,1,2,6.68373,4827538,28.0,0.50758
sim28_lig_d30,edge_2,4.76262,5.64286,-0.00012,0,1,2,26.87478,57892,158.0,0.50746
sim28_rap_d15,edge_1,6.68351,1.0,0.0,0,1,2,6.68351,4825147,13.0,0.50759
sim28_rap_d15,edge_2,4.76265,6.38462,-9e-05,0,1,2,30.40768,57896,83.0,0.5075
sim28_rap_d30,edge_1,6.68372,1.0,0.0,0,1,2,6.68372,4827503,27.0,0.50758
sim28_rap_d30,edge_2,4.76263,6.44444,-9e-05,0,1,2,30.69248,57893,174.0,0.50749
sim29_lig_d15,edge_1,6.6897,1.0,0.0,0,1,4,6.6897,4894446,14.0,0.50694
sim29_lig_d15,edge_2,5.39965,1.0,-0.04968,0,1,4,5.39965,250986,14.0,0.45726
sim29_lig_d15,edge_3,4.54644,2.0,-0.0247,0,1,4,9.09289,35192,28.0,0.48224
sim29_lig_d15,edge_4,4.95358,2.0,0.01576,0,1,4,9.90715,89862,28.0,0.5227
sim29_lig_d30,edge_1,6.6897,1.0,0.0,0,1,4,6.6897,4894457,29.0,0.50695
sim29_lig_d30,edge_2,4.54646,2.17241,-0.02472,0,1,4,9.87678,35193,63.0,0.48223
sim29_lig_d30,edge_3,5.39965,1.06897,-0.04968,0,1,4,5.77204,250987,31.0,0.45727
sim29_lig_d30,edge_4,4.95358,2.17241,0.01575,0,1,4,10.76122,89862,63.0,0.5227
sim29_rap_d15,edge_1,6.69372,1.0,0.0,0,1,4,6.69372,4939922,14.0,0.50695
sim29_rap_d15,edge_2,4.95357,1.71429,0.01574,0,1,4,8.49184,89861,24.0,0.5227
sim29_rap_d15,edge_3,5.39965,1.0,-0.0497,0,1,4,5.39965,250985,14.0,0.45725
sim29_rap_d15,edge_4,4.54643,3.42857,-0.02473,0,1,4,15.58777,35191,48.0,0.48223
sim29_rap_d30,edge_1,5.39965,0.89655,-0.04968,0,1,4,4.84107,250986,26.0,0.45726
sim29_rap_d30,edge_2,6.6897,1.0,0.0,0,1,4,6.6897,4894455,29.0,0.50695
sim29_rap_d30,edge_3,4.54644,2.75862,-0.02471,0,1,4,12.54191,35192,80.0,0.48224
sim29_rap_d30,edge_4,4.95358,2.24138,0.01576,0,1,4,11.10285,89863,65.0,0.52271
sim30_lig_d15,edge_1,6.67767,1.0,0.0,0,1,3,6.67767,4760644,14.0,0.50819
sim30_lig_d15,edge_2,4.67073,5.71429,-0.14434,0,1,3,26.68988,46852,80.0,0.36385
sim30_lig_d15,edge_3,5.04101,1.85714,-0.04572,0,1,3,9.36188,109904,26.0,0.46248
sim30_lig_d30,edge_1,6.67769,1.0,0.0,0,1,3,6.67769,4760923,28.0,0.50819
sim30_lig_d30,edge_2,4.67071,5.42857,-0.14433,0,1,3,25.35528,46850,152.0,0.36386
sim30_lig_d30,edge_3,5.03822,1.96429,-0.04559,0,1,3,9.8965,109199,55.0,0.4626
sim30_rap_d15,edge_1,6.67766,1.0,0.0,0,1,3,6.67766,4760606,13.0,0.5082
sim30_rap_d15,edge_2,4.67074,5.76923,-0.14436,0,1,3,26.94656,46853,75.0,0.36384
sim30_rap_d15,edge_3,5.04102,2.07692,-0.04572,0,1,3,10.46981,109906,27.0,0.46249
sim30_rap_d30,edge_1,6.67769,1.0,0.0,0,1,3,6.67769,4760910,27.0,0.50819
sim30_rap_d30,edge_2,5.04103,1.88889,-0.0457,0,1,3,9.52194,109907,51.0,0.46249
sim30_rap_d30,edge_3,4.67077,6.59259,-0.14436,0,1,3,30.79251,46857,178.0,0.36383
sim31_lig_d15,edge_1,6.67748,1.0,0.0,0,1,4,6.67748,4758571,14.0,0.51105
sim31_lig_d15,edge_2,4.02898,0.28571,-0.01096,0,1,4,1.15114,10690,4.0,0.50009
sim31_lig_d15,edge_3,4.08041,0.42857,-0.01197,0,1,4,1.74875,12034,6.0,0.49909
sim31_lig_d15,edge_4,4.47735,3.64286,0.04385,0,1,4,16.31036,30016,51.0,0.5549
sim31_lig_d30,edge_1,4.47735,3.93103,0.04384,0,1,2,17.60063,30016,114.0,0.5549
sim31_lig_d30,edge_2,6.67748,1.0,0.0,0,1,2,6.67748,4758624,29.0,0.51106
sim31_rap_d15,edge_1,6.67748,1.0,0.0,0,1,2,6.67748,4758597,14.0,0.51105
sim31_rap_d15,edge_2,4.47732,5.5,0.04389,0,1,2,24.62528,30014,77.0,0.55494
sim31_rap_d30,edge_1,6.67748,1.0,0.0,0,1,2,6.67748,4758623,28.0,0.51106
sim31_rap_d30,edge_2,4.47735,5.42857,0.04384,0,1,2,24.30563,30016,152.0,0.5549
sim32_lig_d15,edge_1,6.68291,1.0,0.0,0,1,4,6.68291,4818464,14.0,0.51043
sim32_lig_d15,edge_2,3.96614,3.5,-0.01237,0,1,4,13.8815,9250,49.0,0.49805
sim32_lig_d15,edge_3,5.09789,1.07143,-0.00765,0,1,4,5.46202,125282,15.0,0.50278
sim32_lig_d15,edge_4,4.78492,3.07143,-0.0845,0,1,4,14.69655,60943,43.0,0.42592
sim32_lig_d30,edge_1,6.68171,1.0,0.0,1,3,3,6.68171,4805226,29.0,0.51056
sim32_lig_d30,edge_2,4.13046,1.86207,-0.04796,2,3,3,7.69121,13504,54.0,0.4626
sim32_lig_d30,edge_3,3.94581,3.34483,-0.01492,0,1,3,13.19806,8827,97.0,0.49564
sim32_lig_d30,edge_4,5.04841,0.93103,-0.00293,1,3,3,4.70024,111791,27.0,0.50763
sim32_lig_d30,edge_5,4.79433,3.06897,-0.08402,0,1,3,14.71365,62278,89.0,0.42654
sim32_rap_d15,edge_1,6.6829,1.0,0.0,0,1,4,6.6829,4818398,14.0,0.51043
sim32_rap_d15,edge_2,5.09786,0.78571,-0.00767,0,1,4,4.00546,125275,11.0,0.50276
sim32_rap_d15,edge_3,3.94586,19.64286,-0.01473,0,1,4,77.50801,8828,275.0,0.4957
sim32_rap_d15,edge_4,4.78881,3.28571,-0.08284,0,1,4,15.73467,61491,46.0,0.42759
sim32_rap_d30,edge_1,6.68293,1.0,0.0,0,1,5,6.68293,4818734,27.0,0.51043
sim32_rap_d30,edge_2,4.1707,0.11111,-0.04394,0,1,5,0.46341,14815,3.0,0.46649
sim32_rap_d30,edge_3,5.0882,1.07407,-0.00841,0,1,5,5.4651,122517,29.0,0.50201
sim32_rap_d30,edge_4,3.94586,19.88889,-0.01473,0,1,5,78.47882,8828,537.0,0.4957
sim32_rap_d30,edge_5,4.79433,2.77778,-0.08389,0,1,5,13.3176,62278,75.0,0.42654
sim33_lig_d15,edge_1,6.68803,1.0,0.0,0,1,2,6.68803,4875665,14.0,0.51021
sim33_lig_d15,edge_2,4.9031,1.28571,0.0052,1,3,2,6.30399,80002,18.0,0.51541
sim33_lig_d15,edge_3,2.91169,5.57143,0.01184,2,3,2,16.22227,816,78.0,0.52206
sim33_lig_d15,edge_4,3.99383,4.57143,0.07291,1,3,2,18.25752,9859,64.0,0.58312
sim33_lig_d30,edge_1,2.91169,6.65517,0.01184,2,3,3,19.3778,816,193.0,0.52206
sim33_lig_d30,edge_2,4.90311,1.0,0.00519,1,3,3,4.90311,80004,29.0,0.51541
sim33_lig_d30,edge_3,6.68803,1.0,0.0,0,1,3,6.68803,4875674,29.0,0.51022
sim33_lig_d30,edge_4,2.86213,7.0,-0.00335,0,1,3,20.03492,728,203.0,0.50687
sim33_lig_d30,edge_5,4.06659,5.55172,0.07132,1,3,3,22.57657,11657,161.0,0.58154
sim33_rap_d15,edge_1,6.68803,1.0,0.0,0,1,2,6.68803,4875664,14.0,0.51021
sim33_rap_d15,edge_2,2.91169,7.5,0.01184,2,3,2,21.83768,816,105.0,0.52206
sim33_rap_d15,edge_3,4.90311,1.07143,0.00519,1,3,2,5.25333,80003,15.0,0.51541
sim33_rap_d15,edge_4,3.99388,6.78571,0.07295,1,3,2,27.10131,9860,95.0,0.58316
sim33_rap_d30,edge_1,6.68803,1.0,0.0,0,1,2,6.68803,4875675,29.0,0.51022
sim33_rap_d30,edge_2,2.91116,4.24138,0.01248,2,3,2,12.34732,815,123.0,0.5227
sim33_rap_d30,edge_3,3.99401,3.58621,0.07317,1,3,2,14.32334,9863,104.0,0.58339
sim33_rap_d30,edge_4,4.90311,0.7931,0.00519,1,3,2,3.88867,80004,23.0,0.51541
sim34_lig_d15,edge_1,6.60944,1.0,-0.00066,1,4,3,6.60944,4068509,13.0,0.50563
sim34_lig_d15,edge_2,5.97656,1.0,0.00285,1,4,3,5.97656,947455,13.0,0.50915
sim34_lig_d15,edge_3,3.87921,0.76923,0.04653,3,4,3,2.98401,7572,10.0,0.55283
sim34_lig_d15,edge_4,3.44059,0.53846,0.07093,1,4,3,1.85263,2758,7.0,0.57723
sim34_lig_d15,edge_5,4.90995,4.07692,0.02689,0,1,3,20.0175,81274,53.0,0.53318
