isolate,arm,chromosome_acc,chromosome_len,plasmid_name,plasmid_acc,plasmid_len,plasmid_len_original,stratum,stratum_designed,analysis_set,copy_number,organism,gc,repeat_family,repeat_role,repeat_copies_in_plasmid,repeat_bases_in_plasmid,repeat_frac,cointegrated,isolate_seed
sim44,r9_raw,GCF_000599665.1,5054509,plasmid_3,NZ_CP074119.1,10060,10060,small,small,interventional,13,Klebsiella pneumoniae,0.5506,,,0,0,0.0,false,20360854
sim44,r9_raw,GCF_000599665.1,5054509,plasmid_4,NZ_OW967520.1,109361,109361,large,large,interventional,1,Klebsiella oxytoca,0.4967,,,0,0,0.0,false,20360854
sim45,r10_hq,GCF_000599685.1,5086704,plasmid_1,NZ_LT985230.1,10551,10551,small,small,interventional,16,Escherichia coli,0.4943,IS_sim45,absorb,0,0,0.0,false,20360855
sim45,r10_hq,GCF_000599685.1,5086704,plasmid_2,NZ_CP093273.1,10123,10123,small,small,interventional,15,Klebsiella oxytoca,0.5465,IS_sim45,absorb,0,0,0.0,false,20360855
sim45,r10_hq,GCF_000599685.1,5086704,plasmid_3,NZ_CP077430.1,78159,78159,medium,medium,interventional,1,Klebsiella aerogenes,0.5292,IS_sim45,absorb,0,0,0.0,true,20360855
sim45,r10_hq,GCF_000599685.1,5086704,plasmid_4,CP069369.1,49453,49453,medium,medium,interventional,5,Klebsiella pneumoniae,0.3783,IS_sim45,absorb,0,0,0.0,false,20360855
sim46,r9_raw,GCF_000599705.1,5090442,plasmid_1,NZ_OP242224.1,8880,8880,small,small,interventional,9,Escherichia coli,0.5132,,,0,0,0.0,false,20360856
sim46,r9_raw,GCF_000599705.1,5090442,plasmid_2,CP052418.1,10085,10085,small,small,interventional,20,Klebsiella pneumoniae,0.5489,,,0,0,0.0,false,20360856
sim46,r9_raw,GCF_000599705.1,5090442,plasmid_3,NZ_CP052880.1,87627,87627,medium,medium,interventional,2,Escherichia coli,0.5017,,,0,0,0.0,false,20360856
sim47,r10_hq,GCF_000784925.1,5310511,plasmid_1,NZ_MK330868.1,10784,10784,small,small,interventional,21,Klebsiella pneumoniae,0.5751,,,0,0,0.0,false,20360857
sim47,r10_hq,GCF_000784925.1,5310511,plasmid_2,NZ_CP028782.2,74010,74010,medium,medium,interventional,2,Klebsiella pneumoniae,0.5169,,,0,0,0.0,false,20360857
sim47,r10_hq,GCF_000784925.1,5310511,plasmid_3,NZ_CP116250.1,195008,195008,large,large,interventional,2,Enterobacter roggenkampii,0.5299,,,0,0,0.0,false,20360857
sim48,r9_raw,GCF_000801165.1,4894344,plasmid_1,NZ_CP145626.1,2125,2125,tiny,tiny,deterministic_tiny,37,Escherichia coli,0.4711,IS_sim48,absorb,0,0,0.0,false,20360858
sim48,r9_raw,GCF_000801165.1,4894344,plasmid_2,NZ_CP092719.1,10061,10061,small,small,interventional,9,Klebsiella pneumoniae,0.5505,IS_sim48,absorb,0,0,0.0,false,20360858
sim48,r9_raw,GCF_000801165.1,4894344,plasmid_3,NZ_CP146289.1,10216,10216,small,small,interventional,23,Shigella sonnei,0.5604,IS_sim48,absorb,0,0,0.0,false,20360858
sim48,r9_raw,GCF_000801165.1,4894344,plasmid_4,NZ_AP027973.1,58314,58314,medium,medium,interventional,1,Escherichia coli,0.5385,IS_sim48,absorb,0,0,0.0,true,20360858
sim49,r10_hq,GCF_000801185.2,5008332,plasmid_1,NZ_CP157114.1,8891,8891,small,small,interventional,8,Escherichia coli,0.4007,IS_sim49,absorb,0,0,0.0,false,20360859
sim49,r10_hq,GCF_000801185.2,5008332,plasmid_2,NZ_CP015397.1,9456,9456,small,small,interventional,20,Klebsiella pneumoniae,0.4895,IS_sim49,absorb,0,0,0.0,false,20360859
sim49,r10_hq,GCF_000801185.2,5008332,plasmid_3,NZ_CP074172.1,116363,116363,large,large,interventional,1,Enterobacter sp.,0.5370,IS_sim49,absorb,0,0,0.0,true,20360859
sim50,r9_raw,GCF_000814145.2,4761012,plasmid_1,NZ_CP135675.1,8910,8910,small,small,interventional,23,Escherichia coli,0.4707,,,0,0,0.0,false,20360860
sim50,r9_raw,GCF_000814145.2,4761012,plasmid_2,NZ_CP028788.2,10060,10060,small,small,interventional,9,Klebsiella pneumoniae,0.5506,,,0,0,0.0,false,20360860
sim50,r9_raw,GCF_000814145.2,4761012,plasmid_3,NZ_CP087643.1,11959,11959,medium,medium,interventional,6,Klebsiella pneumoniae,0.5556,,,0,0,0.0,false,20360860
sim50,r9_raw,GCF_000814145.2,4761012,plasmid_4,NZ_CP059837.1,133615,133615,large,large,interventional,2,Escherichia coli,0.4994,,,0,0,0.0,false,20360860
